"","classe","formato.chapéu","superficie.chapéu","cor.chapéu","manchas","cheiro","fixação.himênio","espaço.himênio","tamanho.himênio","cor.himênio","formato.estipe","micélio","superficie.estipe.acima.anel","superficie.estipe.abaixo.anel","cor.estipe.acima.anel","cor.estipe.abaixo.anel","tipo.volva","cor.volva","numero.anel","tipo.anel","cor.esporo","população","habitat"
"225","comestível","convexo","escamoso","branco","manchado","anis","livre","perto","largo","cinza","alargando","club","macio","macio","branco","branco","parcial","branco","um","pendente","preto","numeroso","prados"
"226","comestível","sino","escamoso","branco","manchado","anis","livre","perto","largo","marrom","alargando","club","macio","macio","branco","branco","parcial","branco","um","pendente","preto","espalhado","graminea"
"228","comestível","convexo","macio","amarelo","manchado","amendoa","livre","perto","largo","cinza","alargando","club","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","espalhado","graminea"
"229","venenoso","convexo","escamoso","marrom","manchado","forte","livre","perto","estreito","cor de rosa","alargando","uniforme","macio","macio","branco","branco","parcial","branco","um","pendente","preto","varias","urbano"
"230","comestível","sino","macio","amarelo","manchado","amendoa","livre","perto","largo","marrom","alargando","club","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","numeroso","graminea"
"231","comestível","convexo","fibroso","cinza","sem mancha","nenhum","livre","perto","estreito","marrom","alargando","uniforme","macio","macio","branco","branco","parcial","branco","um","pendente","preto","solitario","urbano"
"232","venenoso","convexo","escamoso","branco","manchado","forte","livre","perto","estreito","preto","alargando","uniforme","macio","macio","branco","branco","parcial","branco","um","pendente","preto","espalhado","urbano"
"233","comestível","convexo","escamoso","amarelo","manchado","anis","livre","perto","largo","marrom","alargando","enraizado","macio","escamoso","branco","branco","parcial","branco","um","pendente","marrom","solitario","caminhos"
"234","comestível","plano","fibroso","marrom","sem mancha","nenhum","livre","perto","estreito","preto","alargando","uniforme","macio","macio","branco","branco","parcial","branco","um","pendente","preto","varias","urbano"
"235","comestível","sino","macio","branco","manchado","anis","livre","perto","largo","preto","alargando","club","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","numeroso","graminea"
"236","comestível","convexo","fibroso","branco","manchado","anis","livre","lotado","estreito","branco","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","varias","madeiras"
"238","comestível","sino","escamoso","amarelo","manchado","anis","livre","perto","largo","marrom","alargando","club","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","espalhado","graminea"
"240","comestível","plano","escamoso","amarelo","manchado","amendoa","livre","perto","largo","cor de rosa","alargando","enraizado","macio","escamoso","branco","branco","parcial","branco","um","pendente","preto","espalhado","caminhos"
"241","comestível","plano","escamoso","amarelo","manchado","amendoa","livre","perto","largo","branco","alargando","enraizado","macio","escamoso","branco","branco","parcial","branco","um","pendente","preto","solitario","caminhos"
"243","comestível","convexo","macio","branco","manchado","amendoa","livre","perto","largo","branco","alargando","club","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","numeroso","prados"
"244","venenoso","convexo","macio","branco","manchado","forte","livre","perto","estreito","marrom","alargando","uniforme","macio","macio","branco","branco","parcial","branco","um","pendente","preto","varias","urbano"
"246","comestível","convexo","macio","branco","manchado","anis","livre","perto","largo","branco","alargando","club","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","espalhado","graminea"
"247","comestível","convexo","macio","branco","manchado","anis","livre","lotado","estreito","cor de rosa","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","roxo","varias","madeiras"
"248","comestível","convexo","escamoso","branco","manchado","amendoa","livre","perto","largo","marrom","alargando","club","macio","macio","branco","branco","parcial","branco","um","pendente","preto","espalhado","prados"
"249","comestível","plano","escamoso","amarelo","manchado","anis","livre","perto","largo","branco","alargando","enraizado","macio","escamoso","branco","branco","parcial","branco","um","pendente","preto","solitario","caminhos"
"250","comestível","convexo","macio","marrom","sem mancha","nenhum","livre","lotado","largo","cor de rosa","afilando","uniforme","fibroso","macio","branco","branco","parcial","branco","um","evanescente","preto","espalhado","graminea"
"251","comestível","plano","escamoso","amarelo","manchado","amendoa","livre","perto","largo","branco","alargando","enraizado","macio","escamoso","branco","branco","parcial","branco","um","pendente","marrom","solitario","graminea"
"252","venenoso","convexo","macio","marrom","manchado","forte","livre","perto","estreito","cor de rosa","alargando","uniforme","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","espalhado","graminea"
"253","comestível","afunmushroom","fibroso","marrom","sem mancha","nenhum","livre","perto","estreito","cinza","alargando","uniforme","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","varias","urbano"
"254","comestível","sino","escamoso","amarelo","manchado","anis","livre","perto","largo","branco","alargando","club","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","espalhado","prados"
"256","comestível","sino","escamoso","branco","manchado","anis","livre","perto","largo","preto","alargando","club","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","numeroso","prados"
"257","comestível","plano","fibroso","marrom","sem mancha","nenhum","livre","perto","estreito","preto","alargando","uniforme","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","varias","urbano"
"259","comestível","sino","escamoso","branco","manchado","anis","livre","perto","largo","cinza","alargando","club","macio","macio","branco","branco","parcial","branco","um","pendente","preto","numeroso","graminea"
"260","comestível","sino","escamoso","branco","manchado","amendoa","livre","perto","largo","cinza","alargando","club","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","numeroso","prados"
"261","comestível","plano","escamoso","marrom","manchado","anis","livre","perto","largo","branco","alargando","enraizado","macio","escamoso","branco","branco","parcial","branco","um","pendente","marrom","espalhado","graminea"
"262","venenoso","convexo","escamoso","branco","manchado","forte","livre","perto","estreito","preto","alargando","uniforme","macio","macio","branco","branco","parcial","branco","um","pendente","preto","varias","graminea"
"263","comestível","convexo","macio","branco","manchado","amendoa","livre","perto","largo","marrom","alargando","club","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","numeroso","graminea"
"265","comestível","plano","fibroso","branco","manchado","anis","livre","lotado","estreito","branco","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","roxo","varias","madeiras"
"267","comestível","plano","macio","cinza","sem mancha","nenhum","livre","lotado","largo","cor de rosa","afilando","uniforme","macio","macio","branco","branco","parcial","branco","um","evanescente","preto","abundante","graminea"
"270","venenoso","plano","escamoso","marrom","manchado","forte","livre","perto","estreito","branco","alargando","uniforme","macio","macio","branco","branco","parcial","branco","um","pendente","preto","espalhado","urbano"
"272","venenoso","plano","macio","marrom","manchado","forte","livre","perto","estreito","branco","alargando","uniforme","macio","macio","branco","branco","parcial","branco","um","pendente","preto","varias","urbano"
"275","comestível","plano","escamoso","amarelo","manchado","amendoa","livre","perto","largo","marrom","alargando","enraizado","macio","escamoso","branco","branco","parcial","branco","um","pendente","marrom","espalhado","caminhos"
"277","comestível","plano","escamoso","marrom","manchado","amendoa","livre","perto","largo","branco","alargando","enraizado","macio","escamoso","branco","branco","parcial","branco","um","pendente","marrom","solitario","graminea"
"281","venenoso","convexo","escamoso","branco","manchado","forte","livre","perto","estreito","branco","alargando","uniforme","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","espalhado","graminea"
"282","comestível","sino","escamoso","amarelo","manchado","amendoa","livre","perto","largo","marrom","alargando","club","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","numeroso","prados"
"283","comestível","afunmushroom","fibroso","marrom","sem mancha","nenhum","livre","perto","estreito","cor de rosa","alargando","uniforme","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","varias","urbano"
"284","comestível","convexo","macio","amarelo","manchado","anis","livre","perto","largo","preto","alargando","club","macio","macio","branco","branco","parcial","branco","um","pendente","preto","espalhado","prados"
"285","comestível","sino","escamoso","branco","manchado","anis","livre","perto","largo","marrom","alargando","club","macio","macio","branco","branco","parcial","branco","um","pendente","preto","numeroso","prados"
"286","comestível","plano","escamoso","marrom","manchado","amendoa","livre","perto","largo","marrom","alargando","enraizado","macio","escamoso","branco","branco","parcial","branco","um","pendente","preto","espalhado","graminea"
